index,id,title,duration,duration_min,url,is_short_duration_le_60,categories
21,4lW99QwkLg8,Is it okay to bring a cat home so suddenly?,1165.0,19.42,https://www.youtube.com/watch?v=4lW99QwkLg8,False,생활/돌봄
22,wQnqruAhLnA,"Cats also guard their positions, so why don't humans?",1199.0,19.98,https://www.youtube.com/watch?v=wQnqruAhLnA,False,기타/엔터테인먼트
23,-qOGsTPB8f8,Korea is definitely better at this🇰🇷 Exploring cats around the world,1107.0,18.45,https://www.youtube.com/watch?v=-qOGsTPB8f8,False,기타/엔터테인먼트
24,ICQFIRNk-P0,I pressed the vet button while looking at cats.,632.0,10.53,https://www.youtube.com/watch?v=ICQFIRNk-P0,False,건강/진료
25,efwPSJEZdIg,"So, Kim Hye-yoon is also the same when it comes to cats, huh.",1196.0,19.93,https://www.youtube.com/watch?v=efwPSJEZdIg,False,기타/엔터테인먼트
26,x7582LdLTzQ,Losing 'this place' starts stressing your cat.,464.0,7.73,https://www.youtube.com/watch?v=x7582LdLTzQ,False,행동/감정
27,7KECg0C0a1E,Should I stop them or not? Are they playing or fighting? Are they on good terms or bad? Attention...,548.0,9.13,https://www.youtube.com/watch?v=7KECg0C0a1E,False,행동/감정
28,uGlHgf15AqA,월별로 '이거' 놓치면 병원비가 확 올라갑니다🐱🧨,630.0,10.5,https://www.youtube.com/watch?v=uGlHgf15AqA,False,기타/엔터테인먼트
29,mdwvt0qPIQE,연프출신 수의사가 말아주는 연애상담💘 회사상사에게 고백 할말?/고양이를 반대하는 예랑이/애인있는 사람을 좋아해요/불법도박 남친 사연,1818.0,30.3,https://www.youtube.com/watch?v=mdwvt0qPIQE,False,기타/엔터테인먼트
30,iWSeVz-1tyg,Cats meeting a baby for the first time 🍼🐾,477.0,7.95,https://www.youtube.com/watch?v=iWSeVz-1tyg,False,브이로그/서사
31,uDpySxHdjng,Can the lives of shelter cats change?,693.0,11.55,https://www.youtube.com/watch?v=uDpySxHdjng,False,기타/엔터테인먼트
32,c4rDfDLFoGg,A cat that’s been shy for five years,425.0,7.08,https://www.youtube.com/watch?v=c4rDfDLFoGg,False,기타/엔터테인먼트
33,rQeHzv7NE1A,Is it okay to leave a cat alone overnight?,274.0,4.57,https://www.youtube.com/watch?v=rQeHzv7NE1A,False,기타/엔터테인먼트
34,pH9gwrTzyeg,Fat Cat Showcase,804.0,13.4,https://www.youtube.com/watch?v=pH9gwrTzyeg,False,기타/엔터테인먼트
35,dd3O1yd1EaU,How long can a cat stay home alone? (Vet’s tips for leaving your cat overnight),206.0,3.43,https://www.youtube.com/watch?v=dd3O1yd1EaU,False,건강/진료;생활/돌봄
36,HhPN8V9sj0Y,The reaction of a sea cat tasting a human’s touch for the first time,691.0,11.52,https://www.youtube.com/watch?v=HhPN8V9sj0Y,False,기타/엔터테인먼트
37,FzKvvBD_O2g,A vet explains what kind of people cats like (popularity ranking test included),412.0,6.87,https://www.youtube.com/watch?v=FzKvvBD_O2g,False,건강/진료
38,lzaO3_xXhC0,A vet analyzes the “shameless cat” memes lol,431.0,7.18,https://www.youtube.com/watch?v=lzaO3_xXhC0,False,건강/진료
39,fF9M9TvSl8Y,Winter mistakes cat owners often make 🥶🙀 (+indoor temperature tips for winter),415.0,6.92,https://www.youtube.com/watch?v=fF9M9TvSl8Y,False,기타/엔터테인먼트
40,L51rIushlRs,Why you should live with a cat. A vet reviews the manga “The Masterful Cat Is Depressed Again Today”,511.0,8.52,https://www.youtube.com/watch?v=L51rIushlRs,False,건강/진료
41,nI_rZFGHYrg,[4hz] 고양이랑 꿀잠자는 주파수😴 효과보장! 매일 5분이면 고양이 귀가 자라난다,367.0,6.12,https://www.youtube.com/watch?v=nI_rZFGHYrg,False,기타/엔터테인먼트
42,TloIxKSFlyI,Are Cats Happy with Only One Owner?,658.0,10.97,https://www.youtube.com/watch?v=TloIxKSFlyI,False,기타/엔터테인먼트
43,xJy9e6YAKn8,"Meow Cheol 2nd generation revealed, morning with a cat, introduction to meditation I'm doing thes...",692.0,11.53,https://www.youtube.com/watch?v=xJy9e6YAKn8,False,기타/엔터테인먼트
44,RpbEw4m5kj0,Is My Cat Suffering from Separation Anxiety?,519.0,8.65,https://www.youtube.com/watch?v=RpbEw4m5kj0,False,기타/엔터테인먼트
45,RYsuCT-QOUI,Do Cats Living by the Sea Swim Well?🌊,617.0,10.28,https://www.youtube.com/watch?v=RYsuCT-QOUI,False,기타/엔터테인먼트
46,fYBMLg1bQ44,A Cat with Crazy Talent That Catches Kibble Mid-Air ⚾️,493.0,8.22,https://www.youtube.com/watch?v=fYBMLg1bQ44,False,기타/엔터테인먼트
47,I9-lFBPx2Vo,Do Cats Need Baths If They Groom Themselves?,878.0,14.63,https://www.youtube.com/watch?v=I9-lFBPx2Vo,False,기타/엔터테인먼트
48,RKpQal996NI,The Tragic Fate of Cats Abandoned During Holidays,252.0,4.2,https://www.youtube.com/watch?v=RKpQal996NI,False,기타/엔터테인먼트
49,YENHP5n2Fl0,The Easiest Way to Make a Cat Like You 😺,327.0,5.45,https://www.youtube.com/watch?v=YENHP5n2Fl0,False,기타/엔터테인먼트
50,8C29y2QRaK4,What should I do with my cat when I travel?,2070.0,34.5,https://www.youtube.com/watch?v=8C29y2QRaK4,False,기타/엔터테인먼트
51,dyuAWs2KKjk,Suddenly Taking Care of a Cat: Complete Guide,549.0,9.15,https://www.youtube.com/watch?v=dyuAWs2KKjk,False,생활/돌봄
52,mSABAej_XYI,A Veterinarian Examines His Own Cat: Essential Checkups for Middle-Aged Cats,718.0,11.97,https://www.youtube.com/watch?v=mSABAej_XYI,False,건강/진료
53,WxG8Zr9SQOU,엄마 나 회사 안 갈래요 고양이 봐야된단 말이에요 그래도 가야지 네가 부장인데…ㅣ고양식탁 민음사TV 조아란 편,2041.0,34.02,https://www.youtube.com/watch?v=WxG8Zr9SQOU,False,기타/엔터테인먼트
54,OGBoFn95WEA,A flirty female cat making moves on a tomcat 🤭,570.0,9.5,https://www.youtube.com/watch?v=OGBoFn95WEA,False,기타/엔터테인먼트
55,EdVSHBT1TLs,Energetic Genius Cat Abyssinian | Cat Encyclopedia: Abyssinian Edition,634.0,10.57,https://www.youtube.com/watch?v=EdVSHBT1TLs,False,품종/지식
56,TzVgqK1XYDk,Amazing Before & After of Adopted Cats,565.0,9.42,https://www.youtube.com/watch?v=TzVgqK1XYDk,False,기타/엔터테인먼트
57,Utl-p_gAP2Q,Why does my cat keep biting?,1045.0,17.42,https://www.youtube.com/watch?v=Utl-p_gAP2Q,False,기타/엔터테인먼트
58,SHWNdSofKp0,"When a cat makes a friend, there's this signal",317.0,5.28,https://www.youtube.com/watch?v=SHWNdSofKp0,False,기타/엔터테인먼트
59,Pm_DdDJtC2E,A strange cat that nags like a goat🐑,480.0,8.0,https://www.youtube.com/watch?v=Pm_DdDJtC2E,False,기타/엔터테인먼트
60,gRxkZ3_qrKU,Who should take the cat if you divorce?,512.0,8.53,https://www.youtube.com/watch?v=gRxkZ3_qrKU,False,기타/엔터테인먼트
61,gCDdmEBcUok,The reason why cats step on me,280.0,4.67,https://www.youtube.com/watch?v=gCDdmEBcUok,False,기타/엔터테인먼트
62,UcAOJ83hKkY,[4K] 입 속까지 다 보여주는 팬서비스 영상,842.0,14.03,https://www.youtube.com/watch?v=UcAOJ83hKkY,False,기타/엔터테인먼트
63,Y9Al5FfyWIQ,The Serious Problems That Happen When Cat Owners Are Subordinate to Their Routines | Meow Survey,487.0,8.12,https://www.youtube.com/watch?v=Y9Al5FfyWIQ,False,기타/엔터테인먼트
64,ljU8fX9rBx4,The elementary school student's cat secret book that will make Meowth retire📖,448.0,7.47,https://www.youtube.com/watch?v=ljU8fX9rBx4,False,기타/엔터테인먼트
65,ZH3RaHy6DMQ,Cat Vomiting Can Have Fatal Consequences | Butler Maker Lv. 14,233.0,3.88,https://www.youtube.com/watch?v=ZH3RaHy6DMQ,False,기타/엔터테인먼트
66,cl0UqI3Je8A,F Ongcheol will comfort those who have been hurt by cats (including those with trauma).,437.0,7.28,https://www.youtube.com/watch?v=cl0UqI3Je8A,False,건강/진료
67,PtJuBg2SiYI,"Opened The Eyes, and Yoo Seungho is the Butler? The Man's Amazing (Butler) Life",1788.0,29.8,https://www.youtube.com/watch?v=PtJuBg2SiYI,False,브이로그/서사
68,CIvbmJoZhOQ,My ear was torn and my toenails were ripped out... Oops! A rookie butler's funny misunderstanding😹,415.0,6.92,https://www.youtube.com/watch?v=CIvbmJoZhOQ,False,기타/엔터테인먼트
69,JQXZGY9L8vg,The secret to making your cat love being groomed💈Meow Room is now open💈,477.0,7.95,https://www.youtube.com/watch?v=JQXZGY9L8vg,False,기타/엔터테인먼트
70,jqwzDIxWQk8,"Attention, the neglected butler! The moment when cats establish a hierarchy",423.0,7.05,https://www.youtube.com/watch?v=jqwzDIxWQk8,False,기타/엔터테인먼트
71,LbmoO2nqXBE,"If you are having a hard time because your cat wants to play, here is what you can do!",956.0,15.93,https://www.youtube.com/watch?v=LbmoO2nqXBE,False,기타/엔터테인먼트
72,_sxrpU0x4g8,This behavior is not ‘play’! It’s evidence that cats are not on good terms🚨,394.0,6.57,https://www.youtube.com/watch?v=_sxrpU0x4g8,False,행동/감정
73,jsl4PSyyYKQ,"Summer, 5 Deadly Factors That Threaten Your Cat's Life",365.0,6.08,https://www.youtube.com/watch?v=jsl4PSyyYKQ,False,브이로그/서사
74,VUIsWJLVgpE,"Wall-climbing challenge, snack intelligence test… Is there any butler who hasn’t tried it? (They’...",1137.0,18.95,https://www.youtube.com/watch?v=VUIsWJLVgpE,False,기타/엔터테인먼트
75,0YVhPUZixY4,What kind of cat is this that just poops because the butler tells it to?,509.0,8.48,https://www.youtube.com/watch?v=0YVhPUZixY4,False,건강/진료
76,I3rQcjLvx38,(Surprise Announcement⭐️) What would happen if a baby was born in a house with a cat?,532.0,8.87,https://www.youtube.com/watch?v=I3rQcjLvx38,False,브이로그/서사
77,PUzgVTytfk0,Cat girl group feud rumors💥What is the future of Chunbong Cheomji and Chilbok?ㅣMeow Cheol's home ...,933.0,15.55,https://www.youtube.com/watch?v=PUzgVTytfk0,False,생활/돌봄
78,MNrLy0Lh8kk,"We'll set the air conditioner temperature for your home with a cat! Summer temperature, humidity,...",394.0,6.57,https://www.youtube.com/watch?v=MNrLy0Lh8kk,False,생활/돌봄
79,FZD-S3Y2tOI,호섭처남으로 '아기고양이 성장과정' 몰아보기😻,2113.0,35.22,https://www.youtube.com/watch?v=FZD-S3Y2tOI,False,기타/엔터테인먼트
80,qeeBDbbwBEo,고양이도 코 파나요? 코딱지로 알아보는 건강신호,385.0,6.42,https://www.youtube.com/watch?v=qeeBDbbwBEo,False,기타/엔터테인먼트
81,qpgMDZIlnGI,낯가리는 고양이 그냥 두면 안 되는 이유,449.0,7.48,https://www.youtube.com/watch?v=qpgMDZIlnGI,False,기타/엔터테인먼트
82,sL1aBwz1h0A,정신과 의사가 고양이를 키우면 벌어지는 일ㅣ고양식탁 오진승 편,1890.0,31.5,https://www.youtube.com/watch?v=sL1aBwz1h0A,False,기타/엔터테인먼트
83,k2QBLCAquzc,동그란 까만 눈이 귀여우세요? ㄷㄷㄷ안키워 본 사람은 모르는 고양이에 대한 착각들,397.0,6.62,https://www.youtube.com/watch?v=k2QBLCAquzc,False,기타/엔터테인먼트
84,zFLXgnujWhY,"MEOVV, do you really want to become cats? Senpai Meowchul's lessons on being a cat",1081.0,18.02,https://www.youtube.com/watch?v=zFLXgnujWhY,False,기타/엔터테인먼트
85,yRa3J0IRMtk,Human selfishness? Everything you need to know about neutering your cat | Butler Maker lv.13,213.0,3.55,https://www.youtube.com/watch?v=yRa3J0IRMtk,False,기타/엔터테인먼트
86,0suAqmGVH9k,Beware! Vet Tips on Cleaning Your Cat's Ears👂,350.0,5.83,https://www.youtube.com/watch?v=0suAqmGVH9k,False,건강/진료
87,OzpE01M79gE,A Split-Personality Cat from Russia | Cat Encyclopedia: Russian Blue,594.0,9.9,https://www.youtube.com/watch?v=OzpE01M79gE,False,행동/감정;품종/지식
88,KbY-iAaqV2U,Don't Do This! Vet's Guide to Cat Eye Blotches,327.0,5.45,https://www.youtube.com/watch?v=KbY-iAaqV2U,False,건강/진료
89,9XIPfwBaoPg,Vet's Shock! The World's Weirdest Cats | The Laughing Cat,568.0,9.47,https://www.youtube.com/watch?v=9XIPfwBaoPg,False,건강/진료
90,T5QYpo_T2w8,Do cats also have second-year syndrome?,398.0,6.63,https://www.youtube.com/watch?v=T5QYpo_T2w8,False,기타/엔터테인먼트
91,FLwzHgZ6pBw,A cat sympathizes with its owner's sorrow,720.0,12.0,https://www.youtube.com/watch?v=FLwzHgZ6pBw,False,기타/엔터테인먼트
92,-UYCv4AJ2TE,우리 집에 고양이 보러 갈래?ㅣ고양식탁 치즈(CHEEZE) 편,1145.0,19.08,https://www.youtube.com/watch?v=-UYCv4AJ2TE,False,기타/엔터테인먼트
93,UEyQkeKNmZs,암내에 중독된 고양이의 충격적인 제보영상,450.0,7.5,https://www.youtube.com/watch?v=UEyQkeKNmZs,False,기타/엔터테인먼트
94,0rSxTs1-dG4,Do cats recognize their own faces in the mirror?🪞,408.0,6.8,https://www.youtube.com/watch?v=0rSxTs1-dG4,False,기타/엔터테인먼트
95,a1AKM2hI9Is,Why do cats like square places?,349.0,5.82,https://www.youtube.com/watch?v=a1AKM2hI9Is,False,기타/엔터테인먼트
96,mlrN0fJ2Xyc,The terrible things that happened after feeding prescription food based on self-diagnosis.,463.0,7.72,https://www.youtube.com/watch?v=mlrN0fJ2Xyc,False,생활/돌봄
97,ZFFEh30z-w4,Cat grooming can be torture for your cat.,449.0,7.48,https://www.youtube.com/watch?v=ZFFEh30z-w4,False,기타/엔터테인먼트
98,lwM7e2oKXM0,그것이 알고싶다 PD가 고양이를 키우면 벌어지는 일ㅣ고양식탁 도준우 PD 편,1051.0,17.52,https://www.youtube.com/watch?v=lwM7e2oKXM0,False,기타/엔터테인먼트
99,oXPi5gL478k,20 Minutes to Go! Shocking Facts You Need to Know if You're Raising a Shorthair,1473.0,24.55,https://www.youtube.com/watch?v=oXPi5gL478k,False,기타/엔터테인먼트
100,9R_vH9rEfv4,"Good, bad, weird",197.0,3.28,https://www.youtube.com/watch?v=9R_vH9rEfv4,False,기타/엔터테인먼트
101,NAMreYnvVrY,Discovering your cat's inner thoughts through the type of person he greets you with,351.0,5.85,https://www.youtube.com/watch?v=NAMreYnvVrY,False,기타/엔터테인먼트
102,QBJPVdhStNU,대문자T 수의사도 울린 고양이 영화 ‘플로우’ 리뷰,851.0,14.18,https://www.youtube.com/watch?v=QBJPVdhStNU,False,기타/엔터테인먼트
103,sm4wHTnYKKo,훈련이라고요? 솔직히 학대 맞습니다 ‘고양이 괴롭히는 최악의 제품’,458.0,7.63,https://www.youtube.com/watch?v=sm4wHTnYKKo,False,기타/엔터테인먼트
104,Ud_DwnaWh3s,Wet food is a luxury? You might regret it someday.,463.0,7.72,https://www.youtube.com/watch?v=Ud_DwnaWh3s,False,생활/돌봄
105,E6Elew3FObo,고양이가 건방진 이유,385.0,6.42,https://www.youtube.com/watch?v=E6Elew3FObo,False,기타/엔터테인먼트
106,NS3gXEIAemk,"Do Cats Hate Being Touched? The Surprising Results of 2,000 Cat Owners | Meow Survey",644.0,10.73,https://www.youtube.com/watch?v=NS3gXEIAemk,False,기타/엔터테인먼트
107,KGJv3w3PvsM,ChatGPT's Shocking Cat Behavior Analysis Results,475.0,7.92,https://www.youtube.com/watch?v=KGJv3w3PvsM,False,행동/감정
108,vHk_T9-Nhm0,아무리 졸라도 고양이 밥 시간을 정해야 하는 이유ㅣ집사메이커 lv.12,254.0,4.23,https://www.youtube.com/watch?v=vHk_T9-Nhm0,False,기타/엔터테인먼트
109,9VUSbaO9MGU,How to make peace with a cat,442.0,7.37,https://www.youtube.com/watch?v=9VUSbaO9MGU,False,기타/엔터테인먼트
110,qLZfPKeCkMg,고양이 수명은 운명일까? 20년 이상 사는 장수냥의 비밀,384.0,6.4,https://www.youtube.com/watch?v=qLZfPKeCkMg,False,기타/엔터테인먼트
111,8xZxyHbhXpY,Can cats distinguish between their owners' names and titles?,305.0,5.08,https://www.youtube.com/watch?v=8xZxyHbhXpY,False,기타/엔터테인먼트
112,jayXEqGstSI,집사에게만 있고 고양이에게는 없는 감정,511.0,8.52,https://www.youtube.com/watch?v=jayXEqGstSI,False,기타/엔터테인먼트
113,2AnC2B8CJwg,Can jaw pain be contagious?🙀Jaw pain contagious!,602.0,10.03,https://www.youtube.com/watch?v=2AnC2B8CJwg,False,기타/엔터테인먼트
114,cyOUZCNu7fU,고양이 둘이 싸웠습니다,314.0,5.23,https://www.youtube.com/watch?v=cyOUZCNu7fU,False,기타/엔터테인먼트
115,kIoTejUGyUo,The surprising reason why cats purr,418.0,6.97,https://www.youtube.com/watch?v=kIoTejUGyUo,False,기타/엔터테인먼트
116,srryRDkUuGk,You can't help but play like this [Complete Cat Hunting Game],1238.0,20.63,https://www.youtube.com/watch?v=srryRDkUuGk,False,기타/엔터테인먼트
117,KVfFxPBqC1U,6 Big Mistakes Butlers Make,354.0,5.9,https://www.youtube.com/watch?v=KVfFxPBqC1U,False,기타/엔터테인먼트
118,if4J19pJUUU,"성우 VS 수의사, 누가 더 고양이 흉내를 잘 낼까?ㅣ고양식탁 쓰복만 편",1054.0,17.57,https://www.youtube.com/watch?v=if4J19pJUUU,False,기타/엔터테인먼트
119,zw4rUvs3FLs,Accurate cat CPR as instructed by a veterinarian,472.0,7.87,https://www.youtube.com/watch?v=zw4rUvs3FLs,False,건강/진료
120,zu7EJZUxIeY,이 나이 때 놓치면 안 되는 것이 있습니다🌾(냥생황금기),521.0,8.68,https://www.youtube.com/watch?v=zu7EJZUxIeY,False,기타/엔터테인먼트
121,x4m8hnK4mIw,"Get out, demon! Intermittent cat and dog Fanta Cola exorcism interpreter",558.0,9.3,https://www.youtube.com/watch?v=x4m8hnK4mIw,False,기타/엔터테인먼트
122,MEd8Z4Ji1vM,"수의사는 진짜 이럴까? 고양이 안정제에 대한 오해, 합사 기준 등 집사고민 총출동!",720.0,12.0,https://www.youtube.com/watch?v=MEd8Z4Ji1vM,False,기타/엔터테인먼트
123,rFRaI3lyRvE,Why Cats Bite When You Pet Them (Why Cats Bite When You Lick Them),476.0,7.93,https://www.youtube.com/watch?v=rFRaI3lyRvE,False,기타/엔터테인먼트
124,tdWiZTc4ssk,Cat Training Recommended by Veterinarians🧑‍🏫,462.0,7.7,https://www.youtube.com/watch?v=tdWiZTc4ssk,False,건강/진료
125,me4GI50npSU,Cats have plans... A Cat's Day | Butler Maker lv.11,221.0,3.68,https://www.youtube.com/watch?v=me4GI50npSU,False,기타/엔터테인먼트
126,nVUIbn5B-yU,"[4K] 얼굴도 얼굴이지만, 얼굴도 얼굴인 고양이",455.0,7.58,https://www.youtube.com/watch?v=nVUIbn5B-yU,False,기타/엔터테인먼트
127,w1T1TmGdcbE,"If you could say just one thing to your cat, what would it be? (Cat Health Checklist)",574.0,9.57,https://www.youtube.com/watch?v=w1T1TmGdcbE,False,건강/진료
128,8gm1NKpNVPk,Why These Cats Are Taking the Internet by storm🔥ㅣMemeMeme Analysis by MemeMemeMeme,482.0,8.03,https://www.youtube.com/watch?v=8gm1NKpNVPk,False,기타/엔터테인먼트
129,iOAMHTZw0SM,"우리집 고양이, 나랑 대화하려고 목소리를 바꾼다고?",355.0,5.92,https://www.youtube.com/watch?v=iOAMHTZw0SM,False,기타/엔터테인먼트
130,c0ZqjVeVfvI,"나랑 살아서 행복한지 불행한지 궁금해요, 정답 알려드림",467.0,7.78,https://www.youtube.com/watch?v=c0ZqjVeVfvI,False,기타/엔터테인먼트
131,XH9gT8hFbs0,잘먹는 고양이는 볼 필요없는 영상 (입짧은 고양이 대처법),590.0,9.83,https://www.youtube.com/watch?v=XH9gT8hFbs0,False,기타/엔터테인먼트
132,tm1Wd7CHWBs,Abandoned Cats React to Their Worst Guardians...The Best Cat Clinics of All Time,412.0,6.87,https://www.youtube.com/watch?v=tm1Wd7CHWBs,False,건강/진료;생활/돌봄
133,G3OgUmv8Zmk,Why I Don't Want a Cat Even If It Costs Twice as Much | Meow Survey,637.0,10.62,https://www.youtube.com/watch?v=G3OgUmv8Zmk,False,기타/엔터테인먼트
134,9Uj3vU8J6XA,고양이 수염을 만지면 나타나는 신기한 반응,432.0,7.2,https://www.youtube.com/watch?v=9Uj3vU8J6XA,False,기타/엔터테인먼트
135,S8NvM3FHmdk,"I got a call from my lovable grandson, Deokbae.",531.0,8.85,https://www.youtube.com/watch?v=S8NvM3FHmdk,False,기타/엔터테인먼트
136,wF4mJ7FQspM,Good grooming and bad grooming,431.0,7.18,https://www.youtube.com/watch?v=wF4mJ7FQspM,False,기타/엔터테인먼트
137,m_LfcrM3t-A,"If there was a hunting game academy or class, I'd be interested in taking it. [Practical]",663.0,11.05,https://www.youtube.com/watch?v=m_LfcrM3t-A,False,기타/엔터테인먼트
138,RyQdNeCbqY0,"You can walk your cat, but you must watch this video!",636.0,10.6,https://www.youtube.com/watch?v=RyQdNeCbqY0,False,기타/엔터테인먼트
139,QjKXFOj51QQ,The crucial difference between when a cat thinks of me as a mother and when it thinks of me as a ...,525.0,8.75,https://www.youtube.com/watch?v=QjKXFOj51QQ,False,기타/엔터테인먼트
140,jUx5hhq4Acs,Things people who have never raised a cat will never know,671.0,11.18,https://www.youtube.com/watch?v=jUx5hhq4Acs,False,기타/엔터테인먼트
141,2lTRdIzL7so,How to dodge before you get bitten | Butler Maker lv.10,267.0,4.45,https://www.youtube.com/watch?v=2lTRdIzL7so,False,기타/엔터테인먼트
142,uM4Y5yDM-IA,A cat that cries at night🌘🌜,542.0,9.03,https://www.youtube.com/watch?v=uM4Y5yDM-IA,False,기타/엔터테인먼트
143,AlupTkiLCA0,Behaviors that make cats unhappy without me knowing,479.0,7.98,https://www.youtube.com/watch?v=AlupTkiLCA0,False,행동/감정
144,Sssx7Jz_IHg,수의사가 알려주는 고양이 사냥놀이 [이론편],644.0,10.73,https://www.youtube.com/watch?v=Sssx7Jz_IHg,False,기타/엔터테인먼트
145,5ukjoDcSz7M,건강한 고양이는 아기 때 완성된다?(아깽이 얘기만 계속합니다),713.0,11.88,https://www.youtube.com/watch?v=5ukjoDcSz7M,False,기타/엔터테인먼트
146,PEXQCtSbONY,"Don't buy ginger, buy squid. A cat's analysis of the meme by MemeMeowChul.",527.0,8.78,https://www.youtube.com/watch?v=PEXQCtSbONY,False,기타/엔터테인먼트
147,-G9Awy3tmeI,What happens when vets go to cat shelters🙀,609.0,10.15,https://www.youtube.com/watch?v=-G9Awy3tmeI,False,건강/진료
148,pEfhkIC2lkc,동물병원 싹쓸이하는 고양이 환자 유형ㄷㄷ..,700.0,11.67,https://www.youtube.com/watch?v=pEfhkIC2lkc,False,기타/엔터테인먼트
149,yZnHUjk-GWY,The Creepy Common Traits of Cat Owners | Meow Survey,610.0,10.17,https://www.youtube.com/watch?v=yZnHUjk-GWY,False,기타/엔터테인먼트
150,My6ybvVAiVk,지난 6년간 미야옹철의 냥냥펀치에게 보내주신 사랑…,605.0,10.08,https://www.youtube.com/watch?v=My6ybvVAiVk,False,기타/엔터테인먼트
151,mWjnUXRx-kk,"발톱깎기, 약 먹일 때 반드시 필요한 고양이 안는 법",419.0,6.98,https://www.youtube.com/watch?v=mWjnUXRx-kk,False,기타/엔터테인먼트
152,81j05uHEhoU,A cat that discriminates against people by rubbing its forehead... Why doesn't it do this to me?,737.0,12.28,https://www.youtube.com/watch?v=81j05uHEhoU,False,기타/엔터테인먼트
153,a6y6qwRwBAE,우리집 고양이는 나를 좋아할까?,364.0,6.07,https://www.youtube.com/watch?v=a6y6qwRwBAE,False,기타/엔터테인먼트
154,MeCl8PZHlrs,[4K] 공주핑 고양이 실존이잔아💓,407.0,6.78,https://www.youtube.com/watch?v=MeCl8PZHlrs,False,기타/엔터테인먼트
155,k0U5OBI7v8Q,Evidence that your cat is flirting with you,436.0,7.27,https://www.youtube.com/watch?v=k0U5OBI7v8Q,False,기타/엔터테인먼트
156,vO-VSHKNX3A,Characteristics of cat owners that are obvious even without saying a word,446.0,7.43,https://www.youtube.com/watch?v=vO-VSHKNX3A,False,기타/엔터테인먼트
